Cargo ID,Purchase Contract,Load Port,Max Load Volume (M3),Load Date,Discharge Name,Discharge Port,Discharge Date,Vessel Assignment,Sales Contract,Reposition Port,Reposition Date,Laden Canal,Ballast Canal,Buy %,Buy Index,Buy C,Buy Price,Sell %,Sell Index,Sell C,Sell Price,Expected Discharge Quantity,Load Region,Discharge Region,Load Deal Status,Discharge Deal Status,Laden Speed,Ballast Speed,Category,Load Notes,Discharge Notes
Naturgy Atlantic FOB strip 21-24-06,Naturgy Atlantic FOB,Point Fortin,67698.0,2022-04-30,Naturgy Trin FOB Sale 21-24-04,Point Fortin,2022-04-30,Ex Ship,Spot Index,Map Ta Phut,2022-05-01,,,1.0,Naturgy FOB Trinidad,0.0,10.805,1.0,TTF ICIS Heren Front Month Average,-0.9,16.15,1514410.0,South America,South America,Confirmed,Confirmed,-0.0,-0.0,,"Initial Titan wiring: Naturgy Trin FOB Sale 21-24-04 Titan Contract: Naturgy Atlantic FOB strip 21-24 Titan Index: Naturgy FOB Trinidad, Titan Constant: USD/MMBtu null, Titan Multiplier: 1.0","Initial Titan wiring: Naturgy Atlantic FOB strip 21-24-06 Titan Contract: Naturgy Trin FOB Sale 21-24 Titan Index: TTF ICE FMA (USD - ECB FX), Titan Constant: USD/MMBtu -0.9, Titan Multiplier: 1.0"
Mitsui Sakhalin Strip DES JKTC 2022-2024 -02,Mitsui Sakhalin Strip,TAC Pacific,0.0,2022-05-01,,,,,,,,,,,,,,,,,,,Japan / Korea / China / Taiwan,,Unconfirmed,,,,Unconfirmed,,
PTT-SPA-2018-106,TAC Pacific Purchase,Map Ta Phut,,2022-05-01,PTT-SPA-2018-106,Map Ta Phut,2022-05-01,Ex Ship,Spot Index,Futtsu,2022-05-01,,,1.0,TAC Pacific,0.0,15.957,1.0,PTT Index,0.0,10.7208,3580000.0,South East Asia,South East Asia,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC PTT-SPA-2018-106, Port: Map Ta Phut Titan Contract: PTT-BPS-SPA Titan Index: PTT Index, Titan Constant: USD/MMBtu null, Titan Multiplier: 1.0"
OMV JKTC Strip 2022-23-01,TAC Pacific Purchase,Futtsu,,2022-05-01,OMV JKTC Strip 2022-23-01,Futtsu,2022-05-01,Ex Ship,Spot Index,Rotterdam,2022-05-01,,,1.0,TAC Pacific,0.0,15.957,1.0,JKM Monthly,0.0,15.96,3400000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC OMV JKTC Strip 2022-23-01, Port:  Titan Contract: OMV JKTC Strip 2022-23 Titan Index: JKM Monthly, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.0"
Tangguh SPA-10,Tangguh SPA,Tangguh,176940.0,2022-05-01,TAC Tangguh SPA-10,Tokyo,2022-05-11,Aristos I,TAC Pacific Sale,Withnell Bay,2022-05-21,No,No,0.1233,"JCC (3,3,1)",0.0,10.26,1.0,TAC Pacific,0.0,15.957,3453912.9465489998,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,12.189814814814815,17.337962962962962,Longs against TAC Pacific,"3,040,000-3,990,000 mmbtu",
Glencore Orsted Novation-09,TAC Europe Purchase,Rotterdam,,2022-05-01,Glencore Orsted Novation-09,Rotterdam,2022-05-01,Ex Ship,Orsted DES 2020-2025 (TTF),Sakai LNG,2022-05-07,,,1.0,TAC Europe,0.0,14.532,0.0,TTF ICE FS (USD - Reuters 4pm FX),0.035,14.63,3500000.0,European Union,European Union,Notional,Confirmed,-0.0,0.0,Shorts against TAC Europe,,"3.5Tbtu (3.4-3.6 +/-5% at Seller option).   Term: Oct 20 - Sep 25, 6 cargoes pa.   Cargoes in first contract year: 16-18 Oct 2020 / 15-17 Dec 2020 / Feb 21 / Apr 21 / Jun 21 / Aug 21; Cargoes in second contract year: Rateable starting Oct 21.   Ice TTF FS + 0.035 first three Contract Years (up to Sep 23);   10.60% DB6 for the first 3.23 Tbtu on cargoes from (including) October 23 - Sep 25 (Any quantity deliver above 3.23Tbtu will be at Ice TTF + 0.04).   Any GHV accepted."
GAIL 2021-02,Spot Index,Cove Point - LNG,150110.0,2022-05-04,TAC GAIL 2021-02,TAC Europe,2022-05-18,Charter Vessel (TFDE-165),TAC Europe Sale,Point Fortin,2022-05-16,No,No,1.15,HH Final Settled,3.25,7.796,1.0,TAC Europe,0.0,14.532000000000002,3284610.272857,North America,European Union,Confirmed,Notional,11.51602564102564,-56.97222222222222,Longs against TAC Europe,,
Freeport -140,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",151500.0,2022-05-04,TAC Freeport -140,TAC Europe,2022-05-17,British Sapphire,TAC Europe Sale,Point Fortin,2022-05-29,No,No,1.0,Freeport Contract,0.0,4.5459,1.0,TAC Europe,0.0,14.532,3268420.3953939998,North America,European Union,Confirmed,Notional,18.445652173913043,15.537878787878789,Longs against TAC Europe,,
OMAN FOB SPA-71,Oman FOB,Qalhat LNG Terminal,169000.0,2022-05-06,TAC OMAN FOB SPA-71,TAC Pacific,2022-05-24,Charter Vessel (MEGI-PRS),TAC Pacific Sale,Port Moresby,2022-05-13,No,No,0.1151,"DB (3,1,1)-1",0.0,9.03,1.0,TAC Pacific,0.0,15.957,3894093.359089,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,14.600490196078432,-14.006944444444445,Longs against TAC Pacific,,
Kansai-BPS SPA 2-50,TAC Pacific Purchase,Sakai LNG,,2022-05-07,Kansai-BPS SPA 2-50,Sakai LNG,2022-05-07,Ex Ship,Kansai II Alternating Marketing,Tianjin Lingang,2022-05-07,,,1.0,TAC Pacific,0.0,15.957,0.0,Kansai SPAII: Alternating Marketing Cargo (50%HHP + 50% TAC Pacific),0.0,13.62,3600000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Pacific,,
CNOOC 2019-2039-48,TAC Pacific Purchase,Tianjin Lingang,,2022-05-07,CNOOC 2019-2039-48,Tianjin Lingang,2022-05-07,Ex Ship,CNOOC 2019-2039,Joetsu,2022-05-08,,,1.0,TAC Pacific,0.0,15.957,0.0,CNOOC DES,0.0,10.63,3600000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Pacific,,
Uniper 2020-02-02,Spot Index,Joetsu,,2022-05-08,TAC Uniper 2020-02-02,Joetsu,2022-05-08,Ex Ship,TAC Pacific Sale,Hadera LNG Terminal,2022-05-10,,,0.0,Uniper 2022 JKTC TTF JKM tiered pricing ,0.0,15.01,1.0,TAC Pacific,0.0,15.957,3500000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Notional,-0.0,0.0,Longs against TAC Pacific,"Initial Titan wiring: TAC Uniper 2020-02-02, Port: Joetsu Titan Contract: Uniper 2020-02 Titan Index: Uniper 2022 JKTC TTF JKM tiered pricing , Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.0",
Qatargas 2022-2026-06,Qatargas 2022-2026,Ras Laffan (Rich),160444.0,2022-05-08,TAC Qatargas 2022-2026-06,Tokyo,2022-05-27,Aristidis I,TAC Pacific Sale,Corpus Christi,2022-06-22,No,P,0.1005,"ICE Brent Frontline (3,1,1)",0.0,7.86,1.0,TAC Pacific,0.0,15.957,3571744.376942,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.219907407407407,15.676666666666668,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-06, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1005",
Freeport -141,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",151500.0,2022-05-09,CNOOC 2019-2039-50,Tianjin Lingang,2022-06-25,Tristar Ruby,CNOOC 2019-2039,Point Fortin,2022-07-29,No,No,1.0,Freeport Contract,0.0,4.5459,0.0,CNOOC DES,0.0,10.55,2952095.756313,North America,Japan / Korea / China / Taiwan,Confirmed,Confirmed,14.639194139194139,18.014322916666668,,,
IEC Strip 2020-05 Strip-03,TAC Atlantic Purchase,Hadera LNG Terminal,,2022-05-10,IEC Strip 2020-05 Strip-03,Hadera LNG Terminal,2022-05-10,Ex Ship,Spot Index,Tianjin Lingang,2022-05-14,,,1.0,TAC Atlantic,0.0,14.607,1.0,NBP Final Settled,0.35,15.26,2900000.0,North Africa and Europe,North Africa and Europe,Notional,Confirmed,-0.0,0.0,Shorts against TAC Atlantic,,"Initial Titan wiring: TAC IEC Strip 2020-05 Strip-03, Port:  Titan Contract: IEC Strip 2020-05 Strip Titan Index: NBP Final Settled, Titan Constant: USD/MMBtu 0.35, Titan Multiplier: 1.0"
PNG FOB 2018-2023-32,PNG,Port Moresby,173000.0,2022-05-13,TAC PNG FOB 2018-2023-32,Tokyo,2022-05-22,Charter Vessel (MEGI-PRS),TAC Pacific Sale,"Freeport LNG Terminal, Texas, U.S.A.",2022-06-01,No,No,0.1155,"ICE Brent Frontline (1,1,1)",0.0,8.9593,1.0,TAC Pacific,0.0,15.957,3764689.5887839994,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,17.369791666666668,74.40277777777779,Longs against TAC Pacific,,
Enel 2021-01,TAC Pacific Purchase,Tianjin Lingang,,2022-05-14,Enel 2021-01,Tianjin Lingang,2022-05-14,Ex Ship,Spot Index,Krk Island,2022-05-14,,,1.0,TAC Pacific,0.0,15.957,1.0,JKM Monthly,0.08,16.037,3300000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Enel 2021-01, Port: Tianjin Lingang  Titan Contract: Enel 2021-01  Titan Index: JKM Monthly, Titan Constant: USD/MMBtu 0.08, Titan Multiplier: 1.0"
PPD Mid Term 2020-12,TAC Atlantic Purchase,Krk Island,,2022-05-14,PPD Mid Term 2020-12,Krk Island,2022-05-14,Ex Ship,PPD Mid Term 2020,Joetsu,2022-05-18,,,1.0,TAC Atlantic,0.0,14.607,0.0,TTF ICIS Heren Front Month Average (EUR),-0.13,12.69,3235000.0,European Union,European Union,Notional,Confirmed,-0.0,0.0,Shorts against TAC Atlantic,,
Freeport -142,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000.0,2022-05-15,Kansai-BPS SPA 1-42,Sakai LNG,2022-06-15,British Sponsor,Kansai,"Freeport LNG Terminal, Texas, U.S.A.",2022-07-28,P,No,1.0,Freeport Contract,0.0,4.5459,1.1,HH Final Settled,7.0,11.38,3660326.087373,North America,Japan / Korea / China / Taiwan,Confirmed,Confirmed,13.563559322033898,15.921686746987952,,,
Tangguh SPA-01 Deferred,Tangguh SPA,Tangguh,176940.0,2022-05-15,TAC Tangguh SPA-01 Deferred,TAC Pacific,2022-05-25,British Contributor,TAC Pacific Sale,Qalhat LNG Terminal,2022-06-12,No,No,0.1233,"JCC (3,3,1)",0.0,10.26,1.0,TAC Pacific,0.0,15.957,3430034.249625,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,13.921296296296296,14.600490196078432,Longs against TAC Pacific,"3,040,000-3,990,000 mmbtu Deferred from Contract Year 2020",
T4-270,T4 TRINIDAD,Point Fortin,142000.0,2022-05-16,ABS-93,AES Andres,2022-05-25,Charter Vessel (TFDE-165),DR,Withnell Bay,2022-06-08,No,No,,[Multi Load],,3.557331,1.0,HH Front Month Average (ABS),1.6,5.553,3126887.140424,South America,South America,Confirmed,Confirmed,3.6197916666666665,36.95666666666667,Equity pointed to backfillable sales,,
Uniper 2020-03-01,Spot Index,Joetsu,,2022-05-18,TAC Uniper 2020-03-01,Joetsu,2022-05-18,Ex Ship,TAC Pacific Sale,Guangdong LNG Terminal,2022-05-18,,,0.0,Uniper 2022 JKTC TTF JKM tiered pricing ,0.0,15.01,1.0,TAC Pacific,0.0,15.957,3500000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Notional,-0.0,-0.0,Longs against TAC Pacific,"Initial Titan wiring: TAC Uniper 2020-03-01, Port: Joetsu Titan Contract: Uniper 2020-03 Titan Index: Uniper 2022 JKTC TTF JKM tiered pricing , Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.0",
GZG SPA 2022-2034-02,TAC Pacific Purchase,Guangdong LNG Terminal,,2022-05-18,GZG SPA 2022-2034-02,Guangdong LNG Terminal,2022-05-18,Ex Ship,GZG DES 2022-2034,"Cartagena LNG Terminal, Spain",2022-05-18,,,1.0,TAC Pacific,0.0,15.957,1.0,GZG DES 2022-2034,0.0,8.523,3590000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-02, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.0"
Engie 2021-03-02-05,TAC Europe Purchase,"Cartagena LNG Terminal, Spain",,2022-05-18,Engie 2021-03-02-05,"Cartagena LNG Terminal, Spain",2022-05-18,Ex Ship,Spot Index,"Cartagena LNG Terminal, Spain",2022-05-18,,,1.0,TAC Europe,0.0,14.532,0.0,TTF ICIS Heren Front Month Average (EUR),-0.087921,12.73,1600000.0,European Union,European Union,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Europe,,"Initial Titan wiring: TAC Engie 2021-03-05, Port:  Titan Contract: Engie 2021-03 Titan Index: TTF ICIS Heren Front Month Average (EUR), Titan Constant: EUR/MMBtu -0.087921, Titan Multiplier: 1.0"
BPGE 2021-08-05,TAC Europe Purchase,"Cartagena LNG Terminal, Spain",,2022-05-18,BPGE 2021-08-05,"Cartagena LNG Terminal, Spain",2022-05-18,Ex Ship,Spot Index,Point Fortin,2022-05-20,,,1.0,TAC Europe,0.0,14.532,1.0,TTF ICIS Heren Front Month Average (EUR),-0.061545,12.75,1600000.0,European Union,European Union,Notional,Confirmed,-0.0,0.0,Shorts against TAC Europe,,"Initial Titan wiring: TAC BPGE 2021-08-05, Port:  Titan Contract: BPGE 2021-08 Titan Index: BPGE 2022 strip, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.0"
Cheniere FOB Strip 2022-23-02,Spot Index,Sabine Pass LNG Terminal,173377.0,2022-05-18,TAC Cheniere FOB Strip 2022-23-02,TAC Europe,2022-06-01,British Achiever,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",2022-06-12,No,No,1.15,HH Final Settled,2.21,6.756,1.0,TAC Europe,0.0,14.349,3761804.6069900002,North America,European Union,Confirmed,Notional,16.19551282051282,21.212500000000002,Longs against TAC Europe,"Initial Titan wiring: TAC Cheniere FOB Strip 2022-23-02, Port: TAC Europe Titan Contract: Cheniere FOB Strip 2022-23 Titan Index: HH Final Settled, Titan Constant: USD/MMBtu 2.21, Titan Multiplier: 1.15",
Naturgy Atlantic FOB strip 21-24-07,Naturgy Atlantic FOB,Point Fortin,135397.0,2022-05-20,Naturgy Trin FOB Sale 21-24-05,Point Fortin,2022-05-20,Ex Ship,Spot Index,Sakai LNG,2022-05-20,,,1.0,Naturgy FOB Trinidad,0.0,10.742,1.0,TTF ICIS Heren Front Month Average,-0.9,13.7,3028827.0,South America,South America,Confirmed,Confirmed,-0.0,-0.0,,"Initial Titan wiring: Naturgy Trin FOB Sale 21-24-05 Titan Contract: Naturgy Atlantic FOB strip 21-24 Titan Index: Naturgy FOB Trinidad, Titan Constant: USD/MMBtu null, Titan Multiplier: 1.0","Initial Titan wiring: Naturgy Atlantic FOB strip 21-24-07 Titan Contract: Naturgy Trin FOB Sale 21-24 Titan Index: TTF ICE FMA (USD - ECB FX), Titan Constant: USD/MMBtu -0.9, Titan Multiplier: 1.0"
OG T2 2016-36,Osaka Gas T2,Sakai LNG,,2022-05-20,TAC OG T2 2016-36,Sakai LNG,2022-05-20,Ex Ship,TAC Pacific Sale,Bilbao - LNG Terminal,2022-05-27,,,1.0,"JLC (3,2,1)",-0.15,11.02,1.0,TAC Pacific,0.0,15.957,3600000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Notional,-0.0,0.0,Longs against TAC Pacific,,
Notional Aristos Oct-20,Charter Out,Withnell Bay,,2022-05-21,,Withnell Bay,2023-11-13,Aristos I,Charter Out,Withnell Bay,2023-11-13,,,,,,,,,,,,South East Asia,South East Asia,,,0.0,-0.0,,,
Freeport -143,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000.0,2022-05-21,JERA (Chubu)-BPS SPA-44,Joetsu,2022-06-19,Sean Spirit,Chubu - NBP,Tangguh,2022-07-01,P,No,1.0,Freeport Contract,0.0,4.5459,1.0,NBP Front Month Average,2.5,16.998,3683535.189642,North America,Japan / Korea / China / Taiwan,Confirmed,Confirmed,14.162121212121212,11.865079365079366,,,
Freeport -144,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",151500.0,2022-05-26,JERA (TEPCO)-BPS SPA-71,Futtsu,2022-06-30,BW Magnolia,TEPCO 2 (Apr '19 +) Lean,Qalhat LNG Terminal,2022-07-16,P,No,1.0,Freeport Contract,0.0,4.5459,1.0,TEPCO - Combined Rich & Lean,0.0,11.789999999999997,3248413.551848,North America,Japan / Korea / China / Taiwan,Confirmed,Confirmed,11.592039800995025,16.791666666666668,,,
BPGE 2021-16 Strip-05,TAC Europe Purchase,Bilbao - LNG Terminal,,2022-05-27,BPGE 2021-16 Strip-05,Bilbao - LNG Terminal,2022-05-27,Ex Ship,Spot Index,Guangdong LNG Terminal,2022-05-30,,,1.0,TAC Europe,0.0,14.532,1.0,BPGE 2021-16 Strip,0.0,12.61,3300000.0,European Union,European Union,Notional,Confirmed,-0.0,0.0,Shorts against TAC Europe,,"Initial Titan wiring: TAC BPGE 2021-16 Strip-05, Port: Bilbao - LNG Terminal Titan Contract: BPGE 2021-16 Strip Titan Index: BPGE 2021-16 Strip, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.0"
T4-271,T4 TRINIDAD,Point Fortin,151000.0,2022-05-29,TAC T4-271,TAC Middle East,2022-06-24,British Sapphire,TAC Middle East Sale,Qalhat LNG Terminal,2022-07-02,No,No,,[Multi Load],,9.175384999999999,1.0,TAC Middle East,0.0,15.404,3197957.41462,South America,India & Middle-East,Confirmed,Notional,16.776666666666667,4.678571428571429,Longs against TAC Middle East,,
BPCHC 2021-2022-13,TAC Pacific Purchase,Guangdong LNG Terminal,,2022-05-30,BPCHC 2021-2022-13,Guangdong LNG Terminal,2022-05-30,Ex Ship,BPCHC 2021-2022,Tianjin Lingang,2022-05-31,,,1.0,TAC Pacific,0.0,15.957,1.0,BPCHC 2021-2022,0.0,16.107,3540000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,,Shorts against TAC Pacific,,
CNOOC 2019-2039-49,TAC Pacific Purchase,Tianjin Lingang,,2022-05-31,CNOOC 2019-2039-49,Tianjin Lingang,2022-05-31,Ex Ship,CNOOC 2019-2039,Krk Island,2022-06-01,,,1.0,TAC Pacific,0.0,15.957,0.0,CNOOC DES,0.0,10.63,3600000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Pacific,,
Mitsui Sakhalin Strip DES JKTC 2022-2024 -03,Mitsui Sakhalin Strip,TAC Pacific,0.0,2022-06-01,,,,,,,,,,,,,,,,,,,Japan / Korea / China / Taiwan,,Unconfirmed,,,,Unconfirmed,,
Freeport -145,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000.0,2022-06-01,TAC Freeport -145,TAC Europe,2022-06-26,Charter Vessel (MEGI-PRS),TAC Europe Sale,Port Moresby,2022-06-13,No,No,1.0,Freeport Contract,0.0,4.5793,1.0,TAC Europe,0.0,14.349,3684182.433839,North America,European Union,Confirmed,Notional,9.02659574468085,-39.907738095238095,Longs against TAC Europe,,
PPD Mid Term 2020-13,TAC Atlantic Purchase,Krk Island,,2022-06-01,PPD Mid Term 2020-13,Krk Island,2022-06-01,Ex Ship,PPD Mid Term 2020,Singapore,2022-06-01,,,1.0,TAC Atlantic,0.0,14.424,0.0,TTF ICIS Heren Front Month Average (EUR),-0.13,12.52,3235000.0,European Union,European Union,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Atlantic,,
Pavilion SPA DES-01,TAC Pacific Purchase,Singapore,,2022-06-01,Pavilion SPA DES-01,Singapore,2022-06-01,Ex Ship,Pavilion SPA DES,Dahej,2022-06-01,,,1.0,TAC Pacific,0.0,15.824,1.0,Pavilion DES,0.0,11.19,3500000.0,South East Asia,South East Asia,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Pacific,,
Exxon SPA-14,TAC Middle East Purchase,Dahej,,2022-06-01,Exxon SPA-14,Dahej,2022-06-01,Ex Ship,Exxon SPA,Futtsu,2022-06-07,,,1.0,TAC Middle East,0.0,15.404,0.1182,"DB (3,1,1)-1",0.0,9.1936,3300000.0,India & Middle-East,India & Middle-East,Notional,Confirmed,-0.0,0.0,Shorts against TAC Middle East,,
Coral Comm 2022-01,Coral COM Cargo,Pemba,0.0,2022-06-01,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
T4-dummy 04,T4 TRINIDAD,Point Fortin,151000.0,2022-06-03,,,,,,,,,,,,,,,,,,,South America,,Unconfirmed,,,,Unconfirmed,,
Freeport -146,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000.0,2022-06-06,TAC Freeport -146,TAC Europe,2022-06-23,Patris,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",2022-07-05,No,No,1.0,Freeport Contract,0.0,4.5793,1.0,TAC Europe,0.0,14.349,3711212.373568,North America,European Union,Confirmed,Notional,13.685483870967742,19.28409090909091,Longs against TAC Europe,,
TAC JERA (TEPCO)-BPS SPA-70,TAC Pacific Purchase,Futtsu,,2022-06-07,JERA (TEPCO)-BPS SPA-70,Futtsu,2022-06-07,Ex Ship,TEPCO 2 (Apr '19 +) Rich,Joetsu,2022-06-08,,,,,,,1.0,TEPCO - Combined Rich & Lean,0.0,11.79,3400000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,-0.0,,Shorts against TAC Pacific,,
Uniper 2020-02-03,Spot Index,Joetsu,,2022-06-08,TAC Uniper 2020-02-03,Joetsu,2022-06-08,Ex Ship,TAC Pacific Sale,"Cartagena LNG Terminal, Spain",2022-06-08,,,0.0,Uniper 2022 JKTC TTF JKM tiered pricing ,0.0,14.83,1.0,TAC Pacific,0.0,15.824,3500000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Notional,-0.0,-0.0,Longs against TAC Pacific,"Initial Titan wiring: TAC Uniper 2020-02-03, Port: Joetsu Titan Contract: Uniper 2020-02 Titan Index: Uniper 2022 JKTC TTF JKM tiered pricing , Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.0",
Engie 2021-03-02-06,TAC Europe Purchase,"Cartagena LNG Terminal, Spain",,2022-06-08,Engie 2021-03-02-06,"Cartagena LNG Terminal, Spain",2022-06-08,Ex Ship,Spot Index,"Cartagena LNG Terminal, Spain",2022-06-08,,,1.0,TAC Europe,0.0,14.349,0.0,TTF ICIS Heren Front Month Average (EUR),-0.087921,12.56,1600000.0,European Union,European Union,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Europe,,"Initial Titan wiring: TAC Engie 2021-03-06, Port:  Titan Contract: Engie 2021-03 Titan Index: TTF ICIS Heren Front Month Average (EUR), Titan Constant: EUR/MMBtu -0.087921, Titan Multiplier: 1.0"
BPGE 2021-08-06,TAC Europe Purchase,"Cartagena LNG Terminal, Spain",,2022-06-08,BPGE 2021-08-06,"Cartagena LNG Terminal, Spain",2022-06-08,Ex Ship,Spot Index,Sakai LNG,2022-06-12,,,1.0,TAC Europe,0.0,14.349,1.0,TTF ICIS Heren Front Month Average (EUR),-0.061545,12.58,1600000.0,European Union,European Union,Notional,Confirmed,-0.0,0.0,Shorts against TAC Europe,,"Initial Titan wiring: TAC BPGE 2021-08-06, Port:  Titan Contract: BPGE 2021-08 Titan Index: BPGE 2022 strip, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.0"
NWS Equity -43,NWS Equity 1H,Withnell Bay,160000.0,2022-06-08,TAC NWS Equity -43,TAC Pacific,2022-06-22,Charter Vessel (TFDE-165),TAC Pacific Sale,Point Fortin,2022-06-08,No,No,0.0,NWS equity (1 July 2016 -),0.0,14.3,1.0,TAC Pacific,0.0,15.824,3694595.471289,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Confirmed,12.933333333333332,-38.43055555555556,Longs against TAC Pacific,,
Fixed Hongkong Energy Oct-21,Charter In,Withnell Bay,,2022-06-08,,Withnell Bay,2022-06-08,Hongkong Energy,Charter In,,,,,,,,,,,,,,South East Asia,South East Asia,,,-0.0,,,,
T4-272,T4 TRINIDAD,Point Fortin,151000.0,2022-06-08,BPGM IoG-99,Isle of Grain Gas Terminal,2022-06-24,Charter Vessel (TFDE-165),Isle of Grain,Ras Laffan (Rich),2022-06-08,No,No,,[Multi Load],,7.09772,1.0,"NBP(-3,0,1)",0.0,14.504,3515895.6753209997,South America,European Union,Confirmed,Confirmed,11.363888888888889,-27.551470588235293,Equity pointed to backfillable sales,,
Qatargas 2022-2026-07,Qatargas 2022-2026,Ras Laffan (Rich),160444.0,2022-06-08,TAC Qatargas 2022-2026-07,Tokyo,2022-06-27,Charter Vessel (TFDE-165),TAC Pacific Sale,Point Fortin,2022-06-19,No,No,0.1005,"ICE Brent Frontline (3,1,1)",0.0,7.8,1.0,TAC Pacific,0.0,15.824,3528336.678302,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.219907407407407,-64.5,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-07, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1005",
Oman 2022-2025-04,Oman 2022-2025,Qalhat LNG Terminal,151000.0,2022-06-12,TAC Oman 2022-2025-04,TAC Pacific,2022-06-30,British Contributor,TAC Pacific Sale,Port Moresby,2022-07-13,No,No,0.11,"DB (1,1,1)",0.0,8.48,1.0,TAC Pacific,0.0,15.824,3503951.117168,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,14.600490196078432,14.006944444444445,Longs against TAC Pacific,,
Kansai-BPS SPA 2-51,TAC Pacific Purchase,Sakai LNG,,2022-06-12,Kansai-BPS SPA 2-51,Sakai LNG,2022-06-12,Ex Ship,Kansai II,Map Ta Phut,2022-06-13,,,1.0,TAC Pacific,0.0,15.824,1.2,HH Final Settled,6.53,11.31,3600000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Pacific,,
