Cargo ID,Purchase Contract,Load Port,Max Load Volume (M3),Load Date,Discharge Name,Discharge Port,Discharge Date,Vessel Assignment,Sales Contract,Reposition Port,Reposition Date,Laden Canal,Ballast Canal,Buy %,Buy Index,Buy C,Buy Price,Sell %,Sell Index,Sell C,Sell Price,Expected Discharge Quantity,Load Region,Discharge Region,Load Deal Status,Discharge Deal Status,Laden Speed,Ballast Speed,Category,Load Notes,Discharge Notes,Carriage Type
Freeport -118,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000,14/12/2021,JERA (Chubu)-BPS SPA-40,Joetsu,24/01/2022,Kinisis,Chubu - NBP,Ras Laffan (Rich),08/02/2022,No,No,1,Freeport Contract,0,4.2895,1,NBP Front Month Average,2.5,14.674,3609161.44,North America,Japan / Korea / China / Taiwan,Confirmed,Confirmed,16.99501055,20.40123457,,,,BP Delivered
OMV 2019 Strip-10,TAC Europe Purchase,Rotterdam,,15/12/2021,OMV 2019 Strip-10,Rotterdam,15/12/2021,Ex Ship,OMV 2019 Strip 2021 (Y2),Zhoushan,16/12/2021,,,1,TAC Europe,0,11.469,1,OMV 2019 Strip (Last 10 days TTF FMA),0,11.04,3500000,European Union,European Union,Notional,Confirmed,0,0,Shorts against TAC Europe,,Qty 3.4-3.6tbtu +/-5%;  Price 100%xTTF-0.27 (North region) OR 100%xTTF-0.20 (South region),DES Purchase
Notional BW HN2496 Feb-21,Charter Out,Withnell Bay,,16/12/2021,,Withnell Bay,15/03/2024,BW Lesmes,Charter Out,Singapore,18/03/2024,,,,,,,,,,,,South East Asia,South East Asia,,,0,0,,,,BP Delivered
OMAN FOB SPA-63,Oman FOB,Qalhat LNG Terminal,170000,16/12/2021,Kansai-BPS SPA 2-46,Himeji,04/01/2022,Charter Vessel (MEGI-PRS),Kansai II,,,No,No,0.1151,"DB (3,1,1)-1",0,8.21,1.2,HH Final Settled,6.53,11.08,3914944.988,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Confirmed,13.59366681,,,,,BP Delivered
ENN 2021 Strip -14,TAC Pacific Purchase,Zhoushan,,16/12/2021,ENN 2021 Strip -14,Zhoushan,16/12/2021,Ex Ship,Spot Index,Bilbao - LNG Terminal,18/12/2021,,,1,TAC Pacific,0,13.619,1,JKM Monthly,0.017,13.637,3400000,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC ENN 2021 Strip -06, Port:  Titan Contract: ENN 2021 Strip  Titan Index: JKM Monthly, Titan Constant: USD/MMBtu 0.017, Titan Multiplier: 1.0",FOB Sale
Pavilion Energy Spain SAU-08,Iberdrola,Bilbao - LNG Terminal,,18/12/2021,BPGE-54,Bilbao - LNG Terminal,18/12/2021,Ex Ship,BPGE DES,Bei Hai,25/12/2021,,,0.095,"DB (6,1,1)-1",1.28,8.1601,0,BPGE SPA 2021,0,10.99,3150000,European Union,European Union,Confirmed,Confirmed,0,0,,,,DES Purchase
Kyushu 2020-FOB Bontang 02,Spot Index,Bontang,170111,20/12/2021,TAC Kyushu 2020-FOB Bontang 02,TAC Pacific,28/12/2021,Patris,TAC Pacific Sale,"Freeport LNG Terminal, Texas, U.S.A.",30/01/2022,No,P,0.11425,"ICE Brent Frontline (1,3,1)",0,8.19,1,TAC Pacific,0,13.619,3550434.019,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,17.16666667,13.62332435,Longs against TAC Pacific,"Initial Titan wiring: TAC Kyushu 2020-FOB Bontang 02, Port: TAC Pacific  Titan Contract: Kyushu 2020-FOB Bontang 02  Titan Index: ICE Brent Frontline (1,3,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.11425",,BP Delivered
Freeport -119,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",151000,21/12/2021,CNOOC 2019-2039-44,Tianjin Lingang,01/02/2022,Kmarin Emerald,CNOOC 2019-2039,Bintulu LNG Terminal,15/02/2022,No,No,1,Freeport Contract,0,4.2895,0,CNOOC DES,0,10.33,3083697.12,North America,Japan / Korea / China / Taiwan,Confirmed,Confirmed,16.44639962,8.684497602,,,,BP Delivered
Petronas 2021-07,Spot Index,Bintulu LNG Terminal,149572,22/12/2021,TAC Petronas 2021-07,TAC Pacific,31/12/2021,Charter Vessel (TFDE-165),TAC Pacific Sale,,,No,No,0.1203,"ICE Brent Frontline (3,1,1)",-0.99,7.55,1,TAC Pacific,0,13.619,3322543.314,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,13.02604167,,Longs against TAC Pacific,"Initial Titan wiring: TAC Petronas 2021-07, Port: TAC Pacific  Titan Contract: Petronas 2021-07  Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu -0.99, Titan Multiplier: 0.1203",,BP Delivered
Shizuoka 2020-03,Spot Index,Bei Hai,,25/12/2021,TAC Shizuoka 2020-03,Bei Hai,25/12/2021,Ex Ship,TAC Pacific Sale,Tianjin Sinopec,01/01/2022,,,0.14,"JCC (3,3,1)",-0.889,9.58,1,TAC Pacific,0,13.619,3500000,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Notional,0,0,Longs against TAC Pacific,"Initial Titan wiring: TAC Shizuoka 2020-03, Port: Bei Hai  Titan Contract: Shizuoka 2020-03  Titan Index: JCC (3,3,1), Titan Constant: USD/MMBtu -0.889, Titan Multiplier: 0.14",,FOB Sale
OG T1 2016-09,Osaka Gas T1,Joetsu,,26/12/2021,TAC OG T1 2016-09,Joetsu,26/12/2021,LNG Barka,TAC Pacific Sale,,,,,0.11,"JCC (1,3,1)",0.35,8.6,1,TAC Pacific,0,13.619,3500000,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Notional,0,,Longs against TAC Pacific,,,BP Delivered
Freeport -120,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000,28/12/2021,TAC Freeport -120,TAC Pacific,09/02/2022,Sean Spirit,TAC Pacific Sale,Ras Laffan (Rich),01/03/2022,No,No,1,Freeport Contract,0,4.2895,1,TAC Pacific,0,13.724,3631480.736,North America,Japan / Korea / China / Taiwan,Confirmed,Notional,16.03915663,14.19078947,Longs against TAC Pacific,,,BP Delivered
Petronas DES 2020-2024-12,Petronas DES 2020-2024,Tokyo,6710,30/12/2021,,,,,,,,,,,,,,,,,,,Japan / Korea / China / Taiwan,,Terminated,,,,Terminated,"JKTC discharge option.   Japan/Taiwan GHV 1040-1150, Korea/China GHV 1000-1140.   Narrowed by Petronas at ADP to specific value (+-5%) within the following ranges - Non US cargoes: 3.30 - 3.55Tbtu, US cargoes: 3.70 - 3.80Tbtu",,BP Delivered
Freeport -121,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000,01/01/2022,TAC Freeport -121,TAC Atlantic,15/01/2022,Aristidis I,TAC Atlantic Sale,"Freeport LNG Terminal, Texas, U.S.A.",31/01/2022,No,No,1,Freeport Contract,0,4.3631,1,TAC Atlantic,0,11.645,3714592.872,North America,South America,Confirmed,Notional,17.9598,17.26903846,Longs against TAC Atlantic,,,BP Delivered
PNG FOB 2018-2023-28,PNG,Port Moresby,173000,01/01/2022,Kansai-BPS SPA 1-39,Himeji,15/01/2022,British Contributor,Kansai,Port Moresby,24/01/2022,No,No,0.1155,"ICE Brent Frontline (1,1,1)",0,8.0395,1.1,HH Final Settled,7,11.17,3996636.168,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Confirmed,10.85115385,18.81283333,,,,BP Delivered
Unipec 2021-19,TAC Pacific Purchase,Tianjin Sinopec,,01/01/2022,Unipec 2021-19,Tianjin Sinopec,01/01/2022,Ex Ship,Spot Index,Zhuhai,01/01/2022,,,1,TAC Pacific,0,13.695,1,JKM Monthly,-0.112,13.58,3300000,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Unipec 2021-19, Port:   Titan Contract: Unipec 2021-08  Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -0.112, Titan Multiplier: 1.0",DES Purchase
Guandong Energy 2021-02,TAC Pacific Purchase,Zhuhai,,01/01/2022,Guandong Energy 2021-02,Zhuhai,01/01/2022,Ex Ship,Fixed,Tianjin Lingang,03/01/2022,,,1,TAC Pacific,0,13.695,,ZERO INDEX,7.908,7.908,3400000,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Guandong Energy 2021-02, Port:   Titan Contract: Guandong Energy 2021-02  Fixed: USD/MMBtu 7.908",FOB Sale
OSAKA GAS ENERGY SG 2021-03,Spot Index,"Freeport LNG Terminal, Texas, U.S.A.",165959,03/01/2022,TAC OSAKA GAS ENERGY SG 2021-03,TAC Europe,19/01/2022,Charter Vessel (MEGI-PRS),TAC Europe Sale,,,No,No,1,JKM Monthly,-3.88,9.84,1,TAC Europe,0,11.545,3516484.29,North America,European Union,Confirmed,Notional,14.62931034,,Longs against TAC Europe,"Initial Titan wiring: TAC OSAKA GAS ENERGY SG 2021-03, Port: TAC Europe  Titan Contract: OSAKA GAS ENERGY SG 2021-03  Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -3.88, Titan Multiplier: 1.0",,BP Delivered
Pavilion 2021-06,TAC Pacific Purchase,Tianjin Lingang,,03/01/2022,Pavilion 2021-06,Tianjin Lingang,03/01/2022,Ex Ship,Spot Index,Tianjin Sinopec,03/01/2022,,,1,TAC Pacific,0,13.695,1,TTF ICE FMA (USD - Reuters 4pm FX) ,2.675,14.0114,3300000,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion 2021-06, Port:   Titan Contract: Pavilion 2021-06  Titan Index: TTF ICE FMA (USD - Reuters 4pm FX) , Titan Constant: USD/MMBtu 2.675, Titan Multiplier: 1.0",DES Purchase
Unipec 2021-20,TAC Pacific Purchase,Tianjin Sinopec,,03/01/2022,Unipec 2021-20,Tianjin Sinopec,03/01/2022,Ex Ship,Spot Index,Krk Island,04/01/2022,,,1,TAC Pacific,0,13.695,1,JKM Monthly,-0.102,13.59,3300000,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Unipec 2021-20, Port:   Titan Contract: Unipec 2021-08  Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -0.102, Titan Multiplier: 1.0",FOB Sale
PPD Mid Term 2020-10,TAC Atlantic Purchase,Krk Island,,04/01/2022,PPD Mid Term 2020-10,Krk Island,04/01/2022,Ex Ship,PPD Mid Term 2020,Tokyo,05/01/2022,,,1,TAC Atlantic,0,11.645,0,TTF ICIS Heren Front Month Average (EUR),-0.13,9.45,3235000,European Union,European Union,Notional,Confirmed,0,0,Shorts against TAC Atlantic,,,DES Purchase
Petronas DES 2020-2024-13,Petronas DES 2020-2024,Tokyo,,05/01/2022,TAC Petronas DES 2020-2024-13,Tokyo,05/01/2022,Ex Ship,TAC Pacific Sale,Zhoushan,06/01/2022,,,0.1203,"ICE Brent Frontline (3,1,1)",0,8.45,1,TAC Pacific,0,13.695,3400000,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Notional,0,,Longs against TAC Pacific,"JKTC discharge option.   Japan/Taiwan GHV 1040-1150, Korea/China GHV 1000-1140.   Narrowed by Petronas at ADP to specific value (+-5%) within the following ranges - Non US cargoes: 3.30 - 3.55Tbtu, US cargoes: 3.70 - 3.80Tbtu",,FOB Sale
OMAN FOB SPA-65,Oman FOB,Qalhat LNG Terminal,152000,06/01/2022,TAC OMAN FOB SPA-65,TAC Middle East,14/01/2022,Charter Vessel (TFDE-165),TAC Middle East Sale,,,No,No,0.1151,"DB (3,1,1)-1",0,8.13,1,TAC Middle East,0,13.345,3521423.334,India & Middle-East,India & Middle-East,Confirmed,Notional,4.689969173,,Longs against TAC Middle East,,,BP Delivered
ENN 2021 Strip -15,TAC Pacific Purchase,Zhoushan,,06/01/2022,ENN 2021 Strip -15,Zhoushan,06/01/2022,Ex Ship,Spot Index,Tianjin Sinopec,10/01/2022,,,1,TAC Pacific,0,13.695,1,JKM Monthly,0.013,13.708,3400000,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC ENN 2021 Strip -07, Port:  Titan Contract: ENN 2021 Strip  Titan Index: JKM Monthly, Titan Constant: USD/MMBtu 0.013, Titan Multiplier: 1.0",DES Purchase
OG T2 2016-33,Osaka Gas T2,Joetsu,,06/01/2022,TAC OG T2 2016-33,Joetsu,06/01/2022,LNG Mars,TAC Pacific Sale,Himeji,19/03/2022,,,1,"JLC (3,2,1)",-0.15,9.85,1,TAC Pacific,0,13.695,3600000,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Notional,0,0,Longs against TAC Pacific,"GHv: 1,020 to 1170",,BP Delivered
Freeport -122,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000,07/01/2022,TAC Freeport -122,TAC Atlantic,22/01/2022,Charter Vessel (MEGI-PRS),TAC Atlantic Sale,,,No,No,1,Freeport Contract,0,4.3631,1,TAC Atlantic,0,11.645,3715768.253,North America,South America,Confirmed,Notional,16.62944444,,Longs against TAC Atlantic,,,BP Delivered
T4-258,T4 TRINIDAD,Point Fortin,142000,08/01/2022,ABS-89,AES Andres,14/01/2022,BW Magnolia,DR,"Freeport LNG Terminal, Texas, U.S.A.",19/01/2022,No,No,,[Multi Load],,3.545461,1,HH Front Month Average (ABS),1.9,5.694,3151084.609,South America,South America,Confirmed,Confirmed,5.791310131,19.93088921,Equity pointed to backfillable sales,,,BP Delivered
Qatargas 2022-2026-01,Qatargas 2022-2026,Ras Laffan (Rich),160444,08/01/2022,TAC Qatargas 2022-2026-01,Tokyo,27/01/2022,Charter Vessel (MEGI-PRS),TAC Pacific Sale,,,No,No,0.1005,"ICE Brent Frontline (3,1,1)",0,7.06,1,TAC Pacific,0,13.695,3596994.224,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.21990741,,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-01, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1005",,BP Delivered
Tangguh SPA-20 Accelerated,Tangguh SPA,Tangguh,176940,09/01/2022,TAC Tangguh SPA-20 Accelerated,Tianjin Lingang,21/01/2022,Charter Vessel (MEGI-PRS),TAC Pacific Sale,,,No,No,0.1233,"JCC (3,3,1)",0,9.22,1,TAC Pacific,0,13.695,3685120.029,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,11.41069679,,Longs against TAC Pacific,,,BP Delivered
Oman 2022-2025-01,Oman 2022-2025,Qalhat LNG Terminal,0,10/01/2022,TAC Oman 2022-2025-01,TAC Middle East,21/01/2022,Charter Vessel (MEGI-PRS),TAC Middle East Sale,,,No,No,0.11,"DB (1,1,1)",0,7.69,1,TAC Middle East,0,13.345,3946790.566,India & Middle-East,India & Middle-East,Confirmed,Notional,3.282978421,,Longs against TAC Middle East,,,BP Delivered
OMAN FOB SPA UQT-12,Oman FOB,Qalhat LNG Terminal,152000,10/01/2022,TAC OMAN FOB SPA UQT-12,TAC Middle East,13/01/2022,Charter Vessel (TFDE-165),TAC Middle East Sale,,,No,No,0.1151,"DB (3,1,1)-1",0,8.13,1,TAC Middle East,0,13.345,3660884.709,India & Middle-East,India & Middle-East,Confirmed,Notional,16.41489211,,Longs against TAC Middle East,,,BP Delivered
Unipec 2021-21,TAC Pacific Purchase,Tianjin Sinopec,,10/01/2022,Unipec 2021-21,Tianjin Sinopec,10/01/2022,Ex Ship,Spot Index,Tianjin Sinopec,12/01/2022,,,1,TAC Pacific,0,13.695,1,JKM Monthly,-0.021,13.67,3300000,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Unipec 2021-21, Port:   Titan Contract: Unipec 2021-08  Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -0.021, Titan Multiplier: 1.0",FOB Sale
Freeport -123,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",151000,12/01/2022,TAC Freeport -123,TAC Atlantic,27/01/2022,British Sapphire,TAC Atlantic Sale,Point Fortin,10/02/2022,No,No,1,Freeport Contract,0,4.3631,1,TAC Atlantic,0,11.645,3226752.472,North America,South America,Confirmed,Notional,16.62944444,12.30348485,Longs against TAC Atlantic,,,BP Delivered
Unipec 2021-22,TAC Pacific Purchase,Tianjin Sinopec,,12/01/2022,Unipec 2021-22,Tianjin Sinopec,12/01/2022,Ex Ship,Spot Index,Guangdong LNG Terminal,15/01/2022,,,1,TAC Pacific,0,13.695,1,JKM Monthly,-0.011,13.68,3300000,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Unipec 2021-22, Port:   Titan Contract: Unipec 2021-08  Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -0.011, Titan Multiplier: 1.0",DES Purchase
ALNG23-32,T2/3 Standard Deal,Point Fortin,142000,15/01/2022,TAC ALNG23-32,TAC Atlantic,27/01/2022,Charter Vessel (TFDE-165),TAC Atlantic Sale,,,No,No,,T23,,8.010973,1,TAC Atlantic,0,11.645,3085821.554,South America,South America,Confirmed,Notional,12.30348485,,Longs against TAC Atlantic,,,BP Delivered
BPCHC 2021-2022-10,TAC Pacific Purchase,Guangdong LNG Terminal,,15/01/2022,BPCHC 2021-2022-10,Guangdong LNG Terminal,15/01/2022,Ex Ship,BPCHC 2021-2022,Rotterdam,15/01/2022,,,1,TAC Pacific,0,13.695,1,BPCHC 2021-2022,0,13.845,3450000,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Glencore Orsted Novation-07,TAC Europe Purchase,Rotterdam,,15/01/2022,Glencore Orsted Novation-07,Rotterdam,15/01/2022,Ex Ship,Orsted DES 2020-2025 (TTF),Map Ta Phut,24/01/2022,,,1,TAC Europe,0,11.545,0,TTF ICE FS (USD - Reuters 4pm FX),0.035,11.37,3500000,European Union,European Union,Notional,Confirmed,0,0,Shorts against TAC Europe,,"3.5Tbtu (3.4-3.6 +/-5% at Seller option).   Term: Oct 20 - Sep 25, 6 cargoes pa.   Cargoes in first contract year: 16-18 Oct 2020 / 15-17 Dec 2020 / Feb 21 / Apr 21 / Jun 21 / Aug 21; Cargoes in second contract year: Rateable starting Oct 21.   Ice TTF FS + 0.035 first three Contract Years (up to Sep 23);   10.60% DB6 for the first 3.23 Tbtu on cargoes from (including) October 23 - Sep 25 (Any quantity deliver above 3.23Tbtu will be at Ice TTF + 0.04).   Any GHV accepted.",DES Purchase
Freeport -124,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000,19/01/2022,JERA (Chubu)-BPS SPA-41,Joetsu,20/02/2022,BW Magnolia,Chubu - NBP,"Freeport LNG Terminal, Texas, U.S.A.",20/03/2022,P,P,1,Freeport Contract,0,4.3631,1,NBP Front Month Average,2.5,14.663,3636610.995,North America,Japan / Korea / China / Taiwan,Confirmed,Confirmed,12.7690311,14.71317786,,,,BP Delivered
T4-259,T4 TRINIDAD,Point Fortin,151000,19/01/2022,PTT-SPA-2018-66,Map Ta Phut,20/02/2022,Tristar Ruby,PTT,Point Fortin,25/03/2022,No,No,,[Multi Load],,5.079156,1,PTT Index,0,9.3889,3007971.924,South America,South East Asia,Confirmed,Confirmed,15.82141129,15.56253968,,,,BP Delivered
NWS Equity -42,NWS Equity 1H,Withnell Bay,160000,23/01/2022,TAC NWS Equity -42,TAC Pacific,05/02/2022,British Achiever,TAC Pacific Sale,Qalhat LNG Terminal,24/02/2022,No,No,0,NWS equity (1 July 2016 -),0,12.35,1,TAC Pacific,0,13.724,3717438.559,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,14.05797101,13.78935185,Longs against TAC Pacific,,,BP Delivered
PNG FOB 2018-2023-29,PNG,Port Moresby,173000,24/01/2022,TAC PNG FOB 2018-2023-29,TAC Pacific,05/02/2022,British Contributor,TAC Pacific Sale,Port Moresby,27/02/2022,No,No,0.1155,"ICE Brent Frontline (1,1,1)",0,8.0395,1,TAC Pacific,0,13.724,3923685.852,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,15.28030303,8.003968254,Longs against TAC Pacific,,,BP Delivered
Freeport -125,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000,24/01/2022,TAC Freeport -125,Tokyo,25/02/2022,British Sponsor,TAC Pacific Sale,"Freeport LNG Terminal, Texas, U.S.A.",03/04/2022,P,P,1,Freeport Contract,0,4.3631,1,TAC Pacific,0,13.724,3630041.303,North America,Japan / Korea / China / Taiwan,Confirmed,Notional,12.74950816,10.81867086,Longs against TAC Pacific,,,BP Delivered
PTT-SPA-2018-65,TAC Pacific Purchase,Map Ta Phut,,24/01/2022,PTT-SPA-2018-65,Map Ta Phut,24/01/2022,Ex Ship,PTT,Barcelona LNG Terminal,01/02/2022,,,1,TAC Pacific,0,13.695,1,PTT Index,0,9.5204,3300000,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
OMAN FOB SPA-66,Oman FOB,Qalhat LNG Terminal,152000,28/01/2022,TAC OMAN FOB SPA-66,TAC Middle East,31/01/2022,Charter Vessel (TFDE-165),TAC Middle East Sale,,,No,No,0.1151,"DB (3,1,1)-1",0,8.13,1,TAC Middle East,0,13.345,3660884.709,India & Middle-East,India & Middle-East,Confirmed,Notional,16.41489211,,Longs against TAC Middle East,,,BP Delivered
T4-260,T4 TRINIDAD,Point Fortin,151000,30/01/2022,BPGM OLT 2021-2023-03,Livorno,15/02/2022,Charter Vessel (TFDE-165),Spot Index,,,No,No,,[Multi Load],,5.307458,1,PSV Front Month Average,0,11.31,3244005.908,South America,European Union,Confirmed,Confirmed,12.00555556,,,,,BP Delivered
Freeport -071,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",150908,30/01/2022,TAC Freeport -071,TAC Europe,14/02/2022,Patris,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",28/02/2022,No,No,1,Freeport Contract,0,4.3631,1,TAC Europe,0,11.484,3294510.251,North America,European Union,Confirmed,Notional,15.71296296,16.31730769,Longs against TAC Europe,,,BP Delivered
Freeport -126,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000,31/01/2022,TAC Freeport -126,TAC Atlantic,16/02/2022,Aristidis I,TAC Atlantic Sale,Point Fortin,03/03/2022,No,No,1,Freeport Contract,0,4.3631,1,TAC Atlantic,0,11.584,3712767.016,North America,South America,Confirmed,Notional,15.48258621,11.27819444,Longs against TAC Atlantic,,,BP Delivered
Gazprom Iberia Strip-17,Gazprom Iberia,Barcelona LNG Terminal,,01/02/2022,TAC Gazprom Iberia Strip-17,Barcelona LNG Terminal,01/02/2022,Ex Ship,TAC Europe Sale,Himeji,03/02/2022,,,1,TTF ICIS Heren Front Month Average Reuters 4pm EUR/USD,0.2,11.48,1,TAC Europe,0,11.484,3400000,European Union,European Union,Confirmed,Notional,0,0,Longs against TAC Europe,,,DES Purchase
Kansai-BPS SPA 2-47 SMC,TAC Pacific Purchase,Himeji,,03/02/2022,Kansai-BPS SPA 2-47 SMC,Himeji,03/02/2022,Ex Ship,Kansai II Alternating Marketing,Tianjin Sinopec,16/02/2022,,,1,TAC Pacific,0,13.724,0,Kansai SPAII: Alternating Marketing Cargo (50%HHP + 50% TAC Pacific),0,12.36,3300000,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,Seller Marketing Cargo,FOB Sale
Freeport -127,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000,04/02/2022,TAC Freeport -127,TAC Atlantic,19/02/2022,Charter Vessel (MEGI-PRS),TAC Atlantic Sale,,,No,No,1,Freeport Contract,0,4.2723,1,TAC Atlantic,0,11.584,3735097.107,North America,South America,Confirmed,Notional,16.62944444,,Longs against TAC Atlantic,,,BP Delivered
Qatargas 2022-2026-02,Qatargas 2022-2026,Ras Laffan (Rich),160444,08/02/2022,TAC Qatargas 2022-2026-02,Tokyo,27/02/2022,Kinisis,TAC Pacific Sale,Ras Laffan (Rich),20/03/2022,No,No,0.1005,"ICE Brent Frontline (3,1,1)",0,7,1,TAC Pacific,0,13.724,3597993.035,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.21990741,13.69791667,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-02, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1005",,BP Delivered
Freeport -128,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000,10/02/2022,TAC Freeport -128,TAC Atlantic,24/02/2022,British Listener,TAC Atlantic Sale,Point Fortin,14/03/2022,No,No,1,Freeport Contract,0,4.2723,1,TAC Atlantic,0,11.584,3714133.142,North America,South America,Confirmed,Notional,17.9598,9.022555556,Longs against TAC Atlantic,,,BP Delivered
T4-261,T4 TRINIDAD,Point Fortin,142000,10/02/2022,ABS-90,AES Andres,16/02/2022,British Sapphire,DR,Point Fortin,21/02/2022,No,No,,[Multi Load],,3.485827,1,HH Front Month Average (ABS),1.9,5.615,3134269.446,South America,South America,Confirmed,Confirmed,5.791310131,8.273300187,Equity pointed to backfillable sales,,,BP Delivered
Freeport -129,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",150000,15/02/2022,TAC Freeport -129,TAC Atlantic,28/02/2022,Charter Vessel (TFDE-165),TAC Atlantic Sale,,,No,No,1,Freeport Contract,0,4.2723,1,TAC Atlantic,0,11.584,3263226.44,North America,South America,Confirmed,Notional,19.52152174,,Longs against TAC Atlantic,,,BP Delivered
